Nome da Unidade da Federação,Nome do Município,"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)","Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
Minas Gerais,Liberdade,107638.401,21553.54
Minas Gerais,Lima Duarte,339660.356,20279.44
Minas Gerais,Limeira do Oeste,462851.239,60582.62
Minas Gerais,Lontra,93857.735,9610.66
Minas Gerais,Luisburgo,132788.73,21249.6
Minas Gerais,Luislândia,65473.851,9721.43
Minas Gerais,Luminárias,149070.368,27448.05
Minas Gerais,Luz,657024.724,35908.88
Minas Gerais,Machacalis,112451.165,15811.47
Minas Gerais,Machado,1373850.261,32188.05
Minas Gerais,Madre de Deus de Minas,301987.845,58993.52
Minas Gerais,Malacacheta,235819.04,12708.51
Minas Gerais,Mamonas,60107.096,9155.69
Minas Gerais,Manga,243370.558,13482.39
Minas Gerais,Manhuaçu,3278527.106,35607.52
Minas Gerais,Manhumirim,563494.376,24613.19
Minas Gerais,Mantena,476939.715,17248.55
Minas Gerais,Maravilhas,233154.055,28738.33
Minas Gerais,Mar de Espanha,227578.1,17526.23
Minas Gerais,Maria da Fé,203136.241,14490.07
Minas Gerais,Mariana,7367378.398,119155.4
Minas Gerais,Marilac,57718.793,14150.23
Minas Gerais,Mário Campos,197999.95,12520.55
Minas Gerais,Maripá de Minas,74979.157,24993.05
Minas Gerais,Marliéria,60449.549,14999.89
Minas Gerais,Marmelópolis,42793.691,15843.65
Minas Gerais,Martinho Campos,474771.927,35176.11
Minas Gerais,Martins Soares,215680.786,24963.05
Minas Gerais,Mata Verde,91576.89,10526.08
Minas Gerais,Materlândia,60533.919,13710.97
Minas Gerais,Mateus Leme,1079650.545,34132.67
Minas Gerais,Matias Barbosa,628204.762,42951.23
Minas Gerais,Matias Cardoso,158637.536,13964.57
Minas Gerais,Matipó,425321.565,22270.48
Minas Gerais,Mato Verde,157577.884,12741.8
Minas Gerais,Matozinhos,1506153.894,39152.41
Minas Gerais,Matutina,97194.489,26036.56
Minas Gerais,Medeiros,247329.857,64058.5
Minas Gerais,Medina,253050.631,12224.08
Minas Gerais,Mendes Pimentel,77396.23,12006.86
Minas Gerais,Mercês,151768.137,14085.21
Minas Gerais,Mesquita,59462.506,10833.03
Minas Gerais,Minas Novas,350142.236,11112.45
Minas Gerais,Minduri,163785.625,42093.45
Minas Gerais,Mirabela,163016.755,11941.74
Minas Gerais,Miradouro,174005.987,16084.86
Minas Gerais,Miraí,334110.12,21973.7
Minas Gerais,Miravânia,46807.545,9477.13
Minas Gerais,Moeda,76841.618,15529.83
Minas Gerais,Moema,152615.014,20110.03
Minas Gerais,Monjolos,46810.817,21433.52
Minas Gerais,Monsenhor Paulo,228157.862,26033.53
Minas Gerais,Montalvânia,165415.549,11313.56
Minas Gerais,Monte Alegre de Minas,757891.676,35500.1
Minas Gerais,Monte Azul,256131.6,12467.46
Minas Gerais,Monte Belo,365890.025,27847.63
Minas Gerais,Monte Carmelo,1558715.522,32440.12
Minas Gerais,Monte Formoso,44054.664,8919.75
Minas Gerais,Monte Santo de Minas,483352.444,22477.33
Minas Gerais,Montes Claros,10800251.127,25870.23
Minas Gerais,Monte Sião,606447.925,25011.26
Minas Gerais,Montezuma,91070.653,10868.92
Minas Gerais,Morada Nova de Minas,541170.863,60432.26
Minas Gerais,Morro da Garça,51050.961,21156.64
Minas Gerais,Morro do Pilar,44118.412,14113.38
Minas Gerais,Munhoz,128562.707,21570.92
Minas Gerais,Muriaé,2655056.073,24137.53
Minas Gerais,Mutum,508583.276,18874.87
Minas Gerais,Muzambinho,535441.387,26091.09
Minas Gerais,Nacip Raydan,37386.162,11607.0
Minas Gerais,Nanuque,808599.244,19924.58
Minas Gerais,Naque,90048.43,12675.74
Minas Gerais,Natalândia,75129.22,22725.11
Minas Gerais,Natércia,115353.668,24403.15
Minas Gerais,Nazareno,668881.684,76794.68
Minas Gerais,Nepomuceno,618502.085,23008.04
Minas Gerais,Ninheira,126383.631,12205.08
Minas Gerais,Nova Belém,83427.987,27201.82
Minas Gerais,Nova Era,432890.662,24702.73
Minas Gerais,Nova Lima,21042645.561,216092.4
Minas Gerais,Nova Módica,58650.382,16530.55
Minas Gerais,Nova Ponte,1116305.097,69569.06
Minas Gerais,Nova Porteirinha,116257.078,15515.42
Minas Gerais,Nova Resende,385669.16,22770.81
Minas Gerais,Nova Serrana,2635891.717,24352.06
Minas Gerais,Novo Cruzeiro,330447.377,10544.29
Minas Gerais,Novo Oriente de Minas,121570.796,11256.56
Minas Gerais,Novorizonte,70417.301,13167.03
Minas Gerais,Olaria,31909.408,18836.72
Minas Gerais,Olhos-d'Água,211931.366,33947.04
Minas Gerais,Olímpio Noronha,43929.179,15528.17
Minas Gerais,Oliveira,1105050.646,26318.88
Minas Gerais,Oliveira Fortes,40532.048,19047.02
Minas Gerais,Onça de Pitangui,64915.46,20575.42
Minas Gerais,Oratórios,70863.711,15170.99
Minas Gerais,Orizânia,122059.387,14998.7
Minas Gerais,Ouro Branco,8842769.128,219860.0
Minas Gerais,Ouro Fino,934188.838,27526.34
Minas Gerais,Ouro Preto,9520034.932,127232.37
Minas Gerais,Ouro Verde de Minas,67813.645,11503.59
Minas Gerais,Padre Carvalho,58192.195,8999.72
Minas Gerais,Padre Paraíso,213919.495,10514.08
Minas Gerais,Paineiras,82825.181,18654.32
Minas Gerais,Pains,531428.183,63965.84
Minas Gerais,Pai Pedro,58645.028,9617.09
Minas Gerais,Paiva,27300.805,17996.58
Minas Gerais,Palma,103673.351,15693.82
Minas Gerais,Palmópolis,63873.542,12292.83
Minas Gerais,Papagaios,374342.746,23511.04
Minas Gerais,Paracatu,7198616.577,76144.41
Minas Gerais,Pará de Minas,4025297.487,42098.58
Minas Gerais,Paraguaçu,650753.977,29998.34
Minas Gerais,Paraisópolis,592589.517,27752.05
Minas Gerais,Paraopeba,918486.788,36955.29
Minas Gerais,Passabém,23595.314,14574.0
Minas Gerais,Passa Quatro,472422.871,28737.93
Minas Gerais,Passa Tempo,480322.268,59808.53
Minas Gerais,Passa Vinte,42087.451,20794.2
Minas Gerais,Passos,3024708.966,26081.82
Minas Gerais,Patis,55018.0,9122.53
Minas Gerais,Patos de Minas,6145130.273,39738.04
Minas Gerais,Patrocínio,3678403.581,39932.3
Minas Gerais,Patrocínio do Muriaé,116065.17,20206.33
Minas Gerais,Paula Cândido,136814.576,14255.97
Minas Gerais,Paulistas,67350.016,14048.81
Minas Gerais,Pavão,93077.579,11093.87
Minas Gerais,Peçanha,270147.941,15407.09
Minas Gerais,Pedra Azul,401447.683,16498.08
Minas Gerais,Pedra Bonita,96477.229,13480.12
Minas Gerais,Pedra do Anta,57727.371,19502.49
Minas Gerais,Pedra do Indaiá,116153.961,29206.43
Minas Gerais,Pedra Dourada,42293.097,16527.2
Minas Gerais,Pedralva,182677.511,16460.4
Minas Gerais,Pedras de Maria da Cruz,109590.225,8900.37
Minas Gerais,Pedrinópolis,204115.255,55906.67
Minas Gerais,Pedro Leopoldo,1939056.014,29763.4
Minas Gerais,Pedro Teixeira,30267.885,16778.21
Minas Gerais,Pequeri,62540.379,18724.66
Minas Gerais,Pequi,85506.463,19184.76
Minas Gerais,Perdigão,227189.699,18941.95
Minas Gerais,Perdizes,1629092.268,98918.71
Minas Gerais,Perdões,627040.664,29060.6
Minas Gerais,Periquito,111678.275,16574.4
Minas Gerais,Pescador,47101.487,11054.09
Minas Gerais,Piau,92671.585,34082.97
Minas Gerais,Piedade de Caratinga,140777.928,15939.53
Minas Gerais,Piedade de Ponte Nova,62734.703,15149.65
Minas Gerais,Piedade do Rio Grande,110400.851,24887.48
Minas Gerais,Piedade dos Gerais,89820.775,17842.82
Minas Gerais,Pimenta,281721.612,32326.06
Minas Gerais,Pingo-d'Água,52719.504,10483.1
Minas Gerais,Pintópolis,71218.643,9445.44
Minas Gerais,Piracema,303199.596,47478.8
Minas Gerais,Pirajuba,403824.261,62212.95
Minas Gerais,Piranga,200177.851,11347.31
Minas Gerais,Piranguçu,78368.446,14238.45
Minas Gerais,Piranguinho,136078.752,15671.86
Minas Gerais,Pirapetinga,639089.833,59224.34
Minas Gerais,Pirapora,2875259.252,50580.69
Minas Gerais,Piraúba,200665.452,18697.86
Minas Gerais,Pitangui,741337.878,26073.15
Minas Gerais,Piumhi,1280834.783,36452.59
Minas Gerais,Planura,574327.992,46149.3
Minas Gerais,Poço Fundo,403867.297,23897.47
Minas Gerais,Poços de Caldas,8531691.913,50234.29
Minas Gerais,Pocrane,121719.058,14686.18
Minas Gerais,Pompéu,1170186.594,36287.11
Minas Gerais,Ponte Nova,2144993.646,35748.11
Minas Gerais,Ponto Chique,52075.955,12096.62
Minas Gerais,Ponto dos Volantes,122555.634,10016.81
Minas Gerais,Porteirinha,526939.238,13931.71
Minas Gerais,Porto Firme,130246.517,11411.12
Minas Gerais,Poté,168795.476,10122.67
Minas Gerais,Pouso Alegre,10720093.38,69478.81
Minas Gerais,Pouso Alto,277468.499,47333.42
Minas Gerais,Prados,229201.254,25109.69
Minas Gerais,Prata,1293340.615,45907.1
Minas Gerais,Pratápolis,228648.964,26805.27
Minas Gerais,Pratinha,154731.227,42299.41
Minas Gerais,Presidente Bernardes,67715.912,12740.53
Minas Gerais,Presidente Juscelino,49095.437,13744.52
Minas Gerais,Presidente Kubitschek,36193.689,12064.56
Minas Gerais,Presidente Olegário,731489.197,37169.17
Minas Gerais,Alto Jequitibá,125603.822,15158.56
Minas Gerais,Prudente de Morais,203135.938,18583.47
Minas Gerais,Quartel Geral,77630.518,21546.08
Minas Gerais,Queluzito,40046.211,20557.6
Minas Gerais,Raposos,193699.086,11738.63
Minas Gerais,Raul Soares,423414.673,17893.53
Minas Gerais,Recreio,123321.676,11720.36
Minas Gerais,Reduto,121224.903,16727.6
Minas Gerais,Resende Costa,207535.277,17924.97
Minas Gerais,Resplendor,277856.756,15972.45
Minas Gerais,Ressaquinha,373034.705,77296.87
Minas Gerais,Riachinho,157262.76,19338.76
Minas Gerais,Riacho dos Machados,532748.477,56250.5
Minas Gerais,Ribeirão das Neves,5181710.862,15177.16
Minas Gerais,Ribeirão Vermelho,105347.6,25941.3
Minas Gerais,Rio Acima,472470.728,44894.6
Minas Gerais,Rio Casca,237366.683,17735.11
Minas Gerais,Rio Doce,51873.395,19723.72
Minas Gerais,Rio do Prado,52672.968,10293.72
Minas Gerais,Rio Espera,59609.855,11179.64
Minas Gerais,Rio Manso,113745.297,19200.76
Minas Gerais,Rio Novo,120107.883,13398.92
Minas Gerais,Rio Paranaíba,906353.196,73353.29
Minas Gerais,Rio Pardo de Minas,345466.691,11082.95
Minas Gerais,Rio Piracicaba,1339301.242,93493.98
Minas Gerais,Rio Pomba,417438.677,23182.02
Minas Gerais,Rio Preto,69182.118,12594.6
Minas Gerais,Rio Vermelho,140767.632,11141.09
Minas Gerais,Ritápolis,90357.107,19986.09
Minas Gerais,Rochedo de Minas,114735.689,49137.34
Minas Gerais,Rodeiro,550096.162,66014.18
Minas Gerais,Romaria,271546.751,77429.93
Minas Gerais,Rosário da Limeira,67738.8,14573.75
Minas Gerais,Rubelita,80084.942,14277.94
Minas Gerais,Rubim,111719.773,10879.32
Minas Gerais,Sabará,4201729.865,30474.48
Minas Gerais,Sabinópolis,334745.005,21787.62
Minas Gerais,Sacramento,2090986.853,78738.77
Minas Gerais,Salinas,667409.43,15942.32
Minas Gerais,Salto da Divisa,132071.636,18829.72
Minas Gerais,Santa Bárbara,1628492.771,51093.18
Minas Gerais,Santa Bárbara do Leste,111650.151,13595.98
Minas Gerais,Santa Bárbara do Monte Verde,56243.7,17510.49
Minas Gerais,Santa Bárbara do Tugúrio,70593.977,16098.97
Minas Gerais,Santa Cruz de Minas,103518.723,11867.33
Minas Gerais,Santa Cruz de Salinas,49008.925,12029.68
Minas Gerais,Santa Cruz do Escalvado,76964.899,16399.94
Minas Gerais,Santa Efigênia de Minas,51018.733,11717.67
Minas Gerais,Santa Fé de Minas,59942.126,15749.38
Minas Gerais,Santa Helena de Minas,57951.205,9046.39
Minas Gerais,Santa Juliana,860482.211,59355.88
Minas Gerais,Santa Luzia,5290589.491,23863.19
Minas Gerais,Santa Margarida,354062.561,21598.4
Minas Gerais,Santa Maria de Itabira,269042.79,24757.78
Minas Gerais,Santa Maria do Salto,49995.492,9608.97
Minas Gerais,Santa Maria do Suaçuí,170840.241,11695.78
Minas Gerais,Santana da Vargem,242909.598,34469.93
Minas Gerais,Santana de Cataguases,49932.917,12773.83
Minas Gerais,Santana de Pirapama,116684.764,15479.54
Minas Gerais,Santana do Deserto,47378.297,11889.16
Minas Gerais,Santana do Garambéu,39157.394,15700.64
Minas Gerais,Santana do Jacaré,105993.426,21867.84
Minas Gerais,Santana do Manhuaçu,189846.288,21922.2
Minas Gerais,Santana do Paraíso,750462.52,20818.42
Minas Gerais,Santana do Riacho,103786.314,23947.0
Minas Gerais,Santana dos Montes,49865.641,13286.87
Minas Gerais,Santa Rita de Caldas,227954.673,25612.88
Minas Gerais,Santa Rita de Jacutinga,74816.659,15448.41
Minas Gerais,Santa Rita de Minas,151813.178,20733.84
Minas Gerais,Santa Rita de Ibitipoca,61761.129,18272.52
Minas Gerais,Santa Rita do Itueto,179081.291,33004.29
Minas Gerais,Santa Rita do Sapucaí,1944614.305,43969.93
Minas Gerais,Santa Rosa da Serra,102034.375,30331.26
Minas Gerais,Santa Vitória,802690.233,40140.53
Minas Gerais,Santo Antônio do Amparo,354432.184,18956.63
Minas Gerais,Santo Antônio do Aventureiro,67919.691,18856.11
Minas Gerais,Santo Antônio do Grama,85672.291,22189.15
Minas Gerais,Santo Antônio do Itambé,44706.755,11880.62
Minas Gerais,Santo Antônio do Jacinto,114553.715,9900.93
Minas Gerais,Santo Antônio do Monte,843029.412,29473.46
Minas Gerais,Santo Antônio do Retiro,70749.723,9670.55
Minas Gerais,Santo Antônio do Rio Abaixo,28497.48,16228.63
Minas Gerais,Santo Hipólito,50199.813,16491.4
Minas Gerais,Santos Dumont,1102976.852,23793.1
Minas Gerais,São Bento Abade,89310.397,16505.34
Minas Gerais,São Brás do Suaçuí,80505.232,21354.17
Minas Gerais,São Domingos das Dores,91416.982,16117.24
Minas Gerais,São Domingos do Prata,313490.957,18125.06
Minas Gerais,São Félix de Minas,43894.904,13087.33
Minas Gerais,São Francisco,648147.607,11446.32
Minas Gerais,São Francisco de Paula,150480.851,23108.24
Minas Gerais,São Francisco de Sales,194087.233,30763.55
Minas Gerais,São Francisco do Glória,72566.841,15251.54
Minas Gerais,São Geraldo,264434.116,20738.3
Minas Gerais,São Geraldo da Piedade,44820.99,11611.66
Minas Gerais,São Geraldo do Baixio,49943.742,12169.53
Minas Gerais,São Gonçalo do Abaeté,325580.363,38182.29
Minas Gerais,São Gonçalo do Pará,311247.593,24361.9
Minas Gerais,São Gonçalo do Rio Abaixo,7603851.049,684168.71
Minas Gerais,São Gonçalo do Sapucaí,987544.964,38470.78
Minas Gerais,São Gotardo,1189360.386,32960.88
Minas Gerais,São João Batista do Glória,268158.43,35560.06
Minas Gerais,São João da Lagoa,60418.036,12208.13
Minas Gerais,São João da Mata,55082.405,20081.08
Minas Gerais,São João da Ponte,268895.024,10741.62
Minas Gerais,São João das Missões,92400.054,6983.08
Minas Gerais,São João del Rei,3005052.222,33059.97
Minas Gerais,São João do Manhuaçu,183099.286,15536.64
Minas Gerais,São João do Manteninha,81243.442,13597.23
Minas Gerais,São João do Oriente,101876.527,13780.13
Minas Gerais,São João do Pacuí,44645.746,9974.47
Minas Gerais,São João do Paraíso,285079.902,11979.66
Minas Gerais,São João Evangelista,253107.892,16059.13
Minas Gerais,São João Nepomuceno,506309.143,19084.4
Minas Gerais,São Joaquim de Bicas,1083353.544,33134.13
Minas Gerais,São José da Barra,891476.488,118358.54
Minas Gerais,São José da Lapa,625195.139,25528.59
Minas Gerais,São José da Safira,49559.719,11549.69
Minas Gerais,São José da Varginha,114407.082,22210.65
Minas Gerais,São José do Alegre,57939.962,13723.34
Minas Gerais,São José do Divino,53045.8,13774.55
Minas Gerais,São José do Goiabal,67387.909,12581.76
Minas Gerais,São José do Jacuri,99910.93,15589.16
Minas Gerais,São José do Mantimento,44174.779,15659.26
Minas Gerais,São Lourenço,1177922.243,25310.43
Minas Gerais,São Miguel do Anta,105088.829,15122.87
Minas Gerais,São Pedro da União,148165.857,32471.15
Minas Gerais,São Pedro dos Ferros,134410.328,17606.8
Minas Gerais,São Pedro do Suaçuí,81787.202,15850.23
Minas Gerais,São Romão,243120.784,19123.79
Minas Gerais,São Roque de Minas,323185.261,45519.05
Minas Gerais,São Sebastião da Bela Vista,443000.18,79135.44
Minas Gerais,São Sebastião da Vargem Alegre,66815.528,21986.02
Minas Gerais,São Sebastião do Anta,104241.098,15565.34
Minas Gerais,São Sebastião do Maranhão,100816.34,10199.95
Minas Gerais,São Sebastião do Oeste,597003.412,85924.5
Minas Gerais,São Sebastião do Paraíso,2236521.488,31099.51
Minas Gerais,São Sebastião do Rio Preto,25970.279,17571.23
Minas Gerais,São Sebastião do Rio Verde,35692.439,15800.11
Minas Gerais,São Tiago,246093.822,22414.96
Minas Gerais,São Tomás de Aquino,195273.023,27976.08
Minas Gerais,São Tomé das Letras,137362.237,19208.82
Minas Gerais,São Vicente de Minas,206109.749,26169.34
Minas Gerais,Sapucaí-Mirim,110272.437,15652.58
Minas Gerais,Sardoá,68801.504,10715.08
Minas Gerais,Sarzedo,2190992.383,64346.33
Minas Gerais,Setubinha,122685.964,9820.38
Minas Gerais,Sem-Peixe,36664.705,14216.64
Minas Gerais,Senador Amaral,89447.552,16672.42
Minas Gerais,Senador Cortes,38034.888,19007.94
Minas Gerais,Senador Firmino,106777.109,13512.67
Minas Gerais,Senador José Bento,35496.339,24962.26
Minas Gerais,Senador Modestino Gonçalves,92207.161,22733.52
Minas Gerais,Senhora de Oliveira,81083.282,14013.7
Minas Gerais,Senhora do Porto,49778.086,14157.59
Minas Gerais,Senhora dos Remédios,115769.112,11053.0
Minas Gerais,Sericita,104984.619,14303.08
Minas Gerais,Seritinga,45231.763,24357.44
Minas Gerais,Serra Azul de Minas,45065.797,10499.95
Minas Gerais,Serra da Saudade,21890.558,28392.42
Minas Gerais,Serra dos Aimorés,91034.033,10433.7
Minas Gerais,Serra do Salitre,983221.689,83678.44
Minas Gerais,Serrania,161647.365,21083.52
Minas Gerais,Serranópolis de Minas,47456.285,9813.13
Minas Gerais,Serranos,38562.023,19785.54
Minas Gerais,Serro,292439.578,13982.29
Minas Gerais,Sete Lagoas,12659739.89,51894.81
Minas Gerais,Silveirânia,35150.316,15505.21
Minas Gerais,Silvianópolis,141555.673,22619.95
Minas Gerais,Simão Pereira,104072.261,39707.08
Minas Gerais,Simonésia,285286.536,14383.71
Minas Gerais,Sobrália,67372.791,12303.29
Minas Gerais,Soledade de Minas,81877.121,13150.84
Minas Gerais,Tabuleiro,65731.176,17915.28
Minas Gerais,Taiobeiras,557419.252,16085.74
Minas Gerais,Taparuba,49070.262,15864.94
Minas Gerais,Tapira,689238.387,140948.55
Minas Gerais,Tapiraí,56040.744,29984.35
Minas Gerais,Taquaraçu de Minas,65922.805,16000.68
Minas Gerais,Tarumirim,188341.121,13189.15
Minas Gerais,Teixeiras,191322.291,16380.33
Minas Gerais,Teófilo Otoni,2951670.488,20893.97
Minas Gerais,Timóteo,5611338.764,61482.0
Minas Gerais,Tiradentes,205707.337,25209.23
Minas Gerais,Tiros,379858.774,59641.82
Minas Gerais,Tocantins,349691.358,20853.44
Minas Gerais,Tocos do Moji,70719.247,17177.37
Minas Gerais,Toledo,107160.56,16912.97
Minas Gerais,Tombos,130979.254,17047.93
Minas Gerais,Três Corações,2959361.221,36734.42
Minas Gerais,Três Marias,3151633.367,95324.95
Minas Gerais,Três Pontas,1879263.744,32896.24
Minas Gerais,Tumiritinga,82915.463,12198.83
Minas Gerais,Tupaciguara,946559.143,37169.53
Minas Gerais,Turmalina,443706.354,21879.01
Minas Gerais,Turvolândia,139819.527,27420.97
Minas Gerais,Ubá,3573939.502,30288.91
Minas Gerais,Ubaí,117219.271,9258.29
Minas Gerais,Ubaporanga,167990.879,13424.24
Minas Gerais,Uberaba,20397519.225,59943.87
Minas Gerais,Uberlândia,43129284.919,61038.02
Minas Gerais,Umburatiba,44171.81,17107.6
Minas Gerais,Unaí,4319562.621,50544.26
Minas Gerais,União de Minas,130423.701,30580.0
Minas Gerais,Uruana de Minas,97097.021,29820.95
Minas Gerais,Urucânia,239997.219,23226.29
Minas Gerais,Urucuia,193241.664,11061.34
Minas Gerais,Vargem Alegre,77331.436,11970.81
Minas Gerais,Vargem Bonita,87636.808,40894.45
Minas Gerais,Vargem Grande do Rio Pardo,68129.697,13504.4
Minas Gerais,Varginha,8093809.939,58817.87
Minas Gerais,Varjão de Minas,316198.895,43704.06
Minas Gerais,Várzea da Palma,1067612.933,26623.1
Minas Gerais,Varzelândia,187205.616,9704.8
Minas Gerais,Vazante,1168648.213,56478.26
Minas Gerais,Verdelândia,115451.215,12118.32
Minas Gerais,Veredinha,133052.093,23208.11
Minas Gerais,Veríssimo,170434.404,41671.0
Minas Gerais,Vermelho Novo,64216.338,13235.02
Minas Gerais,Vespasiano,3020537.007,22909.06
Minas Gerais,Viçosa,1811858.634,22673.74
Minas Gerais,Vieiras,53459.002,14974.51
Minas Gerais,Mathias Lobato,43930.813,13915.37
Minas Gerais,Virgem da Lapa,131603.761,9585.82
Minas Gerais,Virgínia,180445.726,20855.96
Minas Gerais,Virginópolis,183952.719,17587.98
Minas Gerais,Virgolândia,62673.559,11818.51
Minas Gerais,Visconde do Rio Branco,1351678.582,31179.87
Minas Gerais,Volta Grande,140360.687,26633.91
Minas Gerais,Wenceslau Braz,33088.471,13011.59
Espírito Santo,Afonso Cláudio,569771.204,18788.21
Espírito Santo,Águia Branca,246004.347,25569.52
Espírito Santo,Água Doce do Norte,184401.625,17072.64
Espírito Santo,Alegre,575138.207,19255.36
Espírito Santo,Alfredo Chaves,457719.483,31201.06
Espírito Santo,Alto Rio Novo,113033.628,14288.16
Espírito Santo,Anchieta,5764148.128,190330.13
Espírito Santo,Apiacá,118192.885,15671.29
Espírito Santo,Aracruz,5313105.617,50628.97
Espírito Santo,Atílio Vivácqua,360865.747,29410.41
Espírito Santo,Baixo Guandu,928265.07,29692.13
Espírito Santo,Barra de São Francisco,1165006.22,25717.01
Espírito Santo,Boa Esperança,271044.136,17895.43
Espírito Santo,Bom Jesus do Norte,186832.297,18705.68
Espírito Santo,Brejetuba,294750.338,23674.73
Espírito Santo,Cachoeiro de Itapemirim,6146964.291,28971.61
Espírito Santo,Cariacica,13698973.412,35444.12
Espírito Santo,Castelo,1170594.751,30840.84
Espírito Santo,Colatina,4378305.639,35228.52
Espírito Santo,Conceição da Barra,607068.967,19284.89
Espírito Santo,Conceição do Castelo,279078.461,21655.81
Espírito Santo,Divino de São Lourenço,82577.771,19494.28
Espírito Santo,Domingos Martins,957684.161,28068.12
Espírito Santo,Dores do Rio Preto,159782.214,23521.6
Espírito Santo,Ecoporanga,411089.398,18071.45
Espírito Santo,Fundão,468478.623,20933.85
Espírito Santo,Governador Lindenberg,334329.354,25625.0
Espírito Santo,Guaçuí,612494.782,19523.61
Espírito Santo,Guarapari,2537471.701,19746.25
Espírito Santo,Ibatiba,450089.934,16818.25
Espírito Santo,Ibiraçu,289514.006,22794.58
Espírito Santo,Ibitirama,171982.74,19477.09
Espírito Santo,Iconha,314848.808,22356.66
Espírito Santo,Irupi,236224.062,17277.94
Espírito Santo,Itaguaçu,325867.035,23306.18
Espírito Santo,Itapemirim,5744185.748,164321.47
Espírito Santo,Itarana,266029.595,25498.86
Espírito Santo,Iúna,538444.384,18303.85
Espírito Santo,Jaguaré,963634.559,30505.38
Espírito Santo,Jerônimo Monteiro,172124.762,13953.04
Espírito Santo,João Neiva,646254.903,38527.18
Espírito Santo,Laranja da Terra,187687.778,17189.1
Espírito Santo,Linhares,8036007.696,44705.34
Espírito Santo,Mantenópolis,203074.557,12973.52
Espírito Santo,Marataízes,6659696.262,169634.89
Espírito Santo,Marechal Floriano,516906.317,30156.14
Espírito Santo,Marilândia,312886.282,23900.87
Espírito Santo,Mimoso do Sul,607414.792,23291.34
Espírito Santo,Montanha,410506.384,21658.03
Espírito Santo,Mucurici,96748.104,17693.51
Espírito Santo,Muniz Freire,383337.708,22318.22
Espírito Santo,Muqui,234320.774,15018.64
Espírito Santo,Nova Venécia,1339644.041,26396.41
Espírito Santo,Pancas,358498.98,15303.47
Espírito Santo,Pedro Canário,401437.091,15105.82
Espírito Santo,Pinheiros,861702.066,31219.96
Espírito Santo,Piúma,876050.392,39130.36
Espírito Santo,Ponto Belo,107548.21,13416.69
Espírito Santo,Presidente Kennedy,6811824.894,580174.17
Espírito Santo,Rio Bananal,525682.491,27099.83
Espírito Santo,Rio Novo do Sul,229883.216,19766.4
Espírito Santo,Santa Leopoldina,330158.25,27126.63
Espírito Santo,Santa Maria de Jetibá,1631424.093,39228.24
Espírito Santo,Santa Teresa,577185.325,24197.6
Espírito Santo,São Domingos do Norte,331339.425,37932.39
Espírito Santo,São Gabriel da Palha,762064.727,19497.63
Espírito Santo,São José do Calçado,203596.397,19323.88
Espírito Santo,São Mateus,2947644.225,21894.57
Espírito Santo,São Roque do Canaã,228983.661,18170.42
Espírito Santo,Serra,37279405.58,69452.01
Espírito Santo,Sooretama,667528.955,21341.8
Espírito Santo,Vargem Alta,430100.192,19749.3
Espírito Santo,Venda Nova do Imigrante,702153.481,26795.66
Espírito Santo,Viana,4227567.891,52363.51
Espírito Santo,Vila Pavão,180642.805,19465.82
Espírito Santo,Vila Valério,434063.572,30861.26
Espírito Santo,Vila Velha,16305842.266,32056.78
Espírito Santo,Vitória,31423572.897,85035.67
Rio de Janeiro,Angra dos Reis,11194244.229,53262.55
Rio de Janeiro,Aperibé,249125.138,20698.33
Rio de Janeiro,Araruama,4234264.962,31109.37
Rio de Janeiro,Areal,427444.184,33490.89
Rio de Janeiro,Armação dos Búzios,2970332.916,84721.42
Rio de Janeiro,Arraial do Cabo,2705476.828,87763.22
Rio de Janeiro,Barra do Piraí,2713911.369,26833.48
Rio de Janeiro,Barra Mansa,6449308.888,34816.53
Rio de Janeiro,Belford Roxo,8839808.39,17156.71
Rio de Janeiro,Bom Jardim,887303.99,31941.54
Rio de Janeiro,Bom Jesus do Itabapoana,908166.779,24343.72
Rio de Janeiro,Cabo Frio,12359627.079,52801.54
Rio de Janeiro,Cachoeiras de Macacu,1305514.151,21885.51
Rio de Janeiro,Cambuci,400563.077,25807.81
Rio de Janeiro,Carapebus,726769.219,43108.68
Rio de Janeiro,Comendador Levy Gasparian,603974.813,70311.39
Rio de Janeiro,Campos dos Goytacazes,37179859.647,72243.98
Rio de Janeiro,Cantagalo,841421.153,41730.95
Rio de Janeiro,Cardoso Moreira,395482.411,30853.68
Rio de Janeiro,Carmo,561153.229,29286.22
Rio de Janeiro,Casimiro de Abreu,2352167.819,51285.71
Rio de Janeiro,Conceição de Macabu,434143.622,18426.37
Rio de Janeiro,Cordeiro,456175.923,20592.99
Rio de Janeiro,Duas Barras,249220.165,21553.24
Rio de Janeiro,Duque de Caxias,53136666.345,57170.07
Rio de Janeiro,Engenheiro Paulo de Frontin,406744.423,28769.59
Rio de Janeiro,Guapimirim,1364014.445,21920.68
Rio de Janeiro,Iguaba Grande,631409.453,21517.5
Rio de Janeiro,Itaboraí,5640738.449,23078.43
Rio de Janeiro,Itaguaí,10502749.094,76916.73
Rio de Janeiro,Italva,418766.397,27215.6
Rio de Janeiro,Itaocara,635896.393,27396.34
Rio de Janeiro,Itaperuna,3394971.86,32533.22
Rio de Janeiro,Itatiaia,6893431.363,213339.67
